Subject	Item	Particle	Type	Stimulus	Event	Time	Playback Action	Playback Location	Question	Answer	Scenario
fc591f44c0c8ee793529ed9073a2b22e	8	god_conf	conf	God I've never heard that before	Rating	7131			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
fc591f44c0c8ee793529ed9073a2b22e	80	oh_decl	decl	Oh I put the toolbox in the shed	Scenario						They sounded a little annoyed that someone didn't know where the toolbox was. 
fc591f44c0c8ee793529ed9073a2b22e	80	oh_decl	decl	Oh I put the toolbox in the shed	Playback	13101	play	0.0			
fc591f44c0c8ee793529ed9073a2b22e	80	oh_decl	decl	Oh I put the toolbox in the shed	Playback	5539	play	0.000736			
fc591f44c0c8ee793529ed9073a2b22e	80	oh_decl	decl	Oh I put the toolbox in the shed	Playback	7842	pause	2.220454			
fc591f44c0c8ee793529ed9073a2b22e	80	oh_decl	decl	Oh I put the toolbox in the shed	Playback	13101	seeking	0.0			
fc591f44c0c8ee793529ed9073a2b22e	80	oh_decl	decl	Oh I put the toolbox in the shed	Playback	15411	pause	2.220454			
fc591f44c0c8ee793529ed9073a2b22e	80	oh_decl	decl	Oh I put the toolbox in the shed	Rating	9072			How natural does the speaker's tone of voice sound?	4	
fc591f44c0c8ee793529ed9073a2b22e	80	oh_decl	decl	Oh I put the toolbox in the shed	Rating	20583			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
fc591f44c0c8ee793529ed9073a2b22e	80	oh_decl	decl	Oh I put the toolbox in the shed	Rating	21682			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
fc591f44c0c8ee793529ed9073a2b22e	80	oh_decl	decl	Oh I put the toolbox in the shed	Rating	24558			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Scenario						It sounded surprised because the intonation seemed off and the wrong syllable in package was emphasized.
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Playback	43791	seeking	0.0			
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Playback	3488	pause	1.691293			
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Playback	149693	pause	1.691293			
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Playback	147563	play	0.0			
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Playback	147562	seeking	0.0			
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Playback	1713	play	0.0			
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Playback	43791	play	0.0			
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Playback	45576	pause	1.691293			
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Rating	6228			How natural does the speaker's tone of voice sound?	2	
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Rating	20331			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Rating	19564			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Rating	25081			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
d43e1a53527e57627f4810216d6d9f73	74	huh_decl	exclam	Huh a package arrived for you	Rating	161996			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
d43e1a53527e57627f4810216d6d9f73	146	what_exclam	conf	What I've never heard that before	Scenario						This one sounded more naturally like Surprise at what someone has just told them.
d43e1a53527e57627f4810216d6d9f73	146	what_exclam	conf	What I've never heard that before	Playback	3040	play	0.0			
d43e1a53527e57627f4810216d6d9f73	146	what_exclam	conf	What I've never heard that before	Playback	5185	pause	2.083605			
d43e1a53527e57627f4810216d6d9f73	146	what_exclam	conf	What I've never heard that before	Rating	8726			How natural does the speaker's tone of voice sound?	3	
d43e1a53527e57627f4810216d6d9f73	146	what_exclam	conf	What I've never heard that before	Rating	13019			What is the emotion being conveyed here?	Excitement -- something positive has happened	
d43e1a53527e57627f4810216d6d9f73	146	what_exclam	conf	What I've never heard that before	Rating	28299			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
d43e1a53527e57627f4810216d6d9f73	146	what_exclam	conf	What I've never heard that before	Rating	15801			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
08d3761ee380611df54c34367d813509	28	huh_conf	exclam	Huh there are a lot of cakes to choose from	Scenario						They seemed to have a lot of choices to select from. 
08d3761ee380611df54c34367d813509	28	huh_conf	exclam	Huh there are a lot of cakes to choose from	Playback	2273	play	0.0			
08d3761ee380611df54c34367d813509	28	huh_conf	exclam	Huh there are a lot of cakes to choose from	Playback	4878	pause	2.551633			
08d3761ee380611df54c34367d813509	28	huh_conf	exclam	Huh there are a lot of cakes to choose from	Rating	11698			How natural does the speaker's tone of voice sound?	4	
08d3761ee380611df54c34367d813509	28	huh_conf	exclam	Huh there are a lot of cakes to choose from	Rating	17719			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
08d3761ee380611df54c34367d813509	28	huh_conf	exclam	Huh there are a lot of cakes to choose from	Rating	25258			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
08d3761ee380611df54c34367d813509	100	what_decl	decl	What I'm on the phone	Scenario						They are being interrupted and are irritated by that.
08d3761ee380611df54c34367d813509	100	what_decl	decl	What I'm on the phone	Playback	5849	play	0.0			
08d3761ee380611df54c34367d813509	100	what_decl	decl	What I'm on the phone	Playback	7668	pause	1.783084			
08d3761ee380611df54c34367d813509	100	what_decl	decl	What I'm on the phone	Rating	12171			How natural does the speaker's tone of voice sound?	5	
08d3761ee380611df54c34367d813509	100	what_decl	decl	What I'm on the phone	Rating	15989			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
08d3761ee380611df54c34367d813509	100	what_decl	decl	What I'm on the phone	Rating	22459			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
fee1051a64954dc591cc92686076acde	101	god_exclam	conf	God I've never heard that before	Scenario						Yes. Sounds suprised%2C then says "I never heard that before."
fee1051a64954dc591cc92686076acde	101	god_exclam	conf	God I've never heard that before	Playback	8817	play	0.0			
fee1051a64954dc591cc92686076acde	101	god_exclam	conf	God I've never heard that before	Playback	10866	pause	1.98244905472			
fee1051a64954dc591cc92686076acde	101	god_exclam	conf	God I've never heard that before	Rating	13128			How natural does the speaker's tone of voice sound?	3	
fee1051a64954dc591cc92686076acde	101	god_exclam	conf	God I've never heard that before	Rating	14427			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
fee1051a64954dc591cc92686076acde	101	god_exclam	conf	God I've never heard that before	Rating	20183			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
fee1051a64954dc591cc92686076acde	29	oh_conf	conf	Oh you don't know how to tango	Scenario						Yes. They sound surprised and ask a question for clariification.
fee1051a64954dc591cc92686076acde	29	oh_conf	conf	Oh you don't know how to tango	Playback	17980	seeking	0.0			
fee1051a64954dc591cc92686076acde	29	oh_conf	conf	Oh you don't know how to tango	Playback	6310	play	0.0			
fee1051a64954dc591cc92686076acde	29	oh_conf	conf	Oh you don't know how to tango	Playback	8244	pause	1.84510195255			
fee1051a64954dc591cc92686076acde	29	oh_conf	conf	Oh you don't know how to tango	Playback	17981	play	0.0			
fee1051a64954dc591cc92686076acde	29	oh_conf	conf	Oh you don't know how to tango	Playback	19969	pause	1.84510195255			
fee1051a64954dc591cc92686076acde	29	oh_conf	conf	Oh you don't know how to tango	Rating	12465			How natural does the speaker's tone of voice sound?	3	
fee1051a64954dc591cc92686076acde	29	oh_conf	conf	Oh you don't know how to tango	Rating	26619			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
fee1051a64954dc591cc92686076acde	29	oh_conf	conf	Oh you don't know how to tango	Rating	35598			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
e96d3844e73b2ff7018607be6400aea2	42	what_conf	conf	What I thought apples were in the sunflower family	Scenario						Yes%2C he explained why he was surprised specifically.
e96d3844e73b2ff7018607be6400aea2	42	what_conf	conf	What I thought apples were in the sunflower family	Playback	4458	pause	2.55712			
e96d3844e73b2ff7018607be6400aea2	42	what_conf	conf	What I thought apples were in the sunflower family	Playback	1812	play	0.0			
e96d3844e73b2ff7018607be6400aea2	42	what_conf	conf	What I thought apples were in the sunflower family	Playback	30257	pause	2.55712			
e96d3844e73b2ff7018607be6400aea2	42	what_conf	conf	What I thought apples were in the sunflower family	Playback	27602	seeking	0.0			
e96d3844e73b2ff7018607be6400aea2	42	what_conf	conf	What I thought apples were in the sunflower family	Playback	27603	play	0.0			
e96d3844e73b2ff7018607be6400aea2	42	what_conf	conf	What I thought apples were in the sunflower family	Rating	8059			How natural does the speaker's tone of voice sound?	5	
e96d3844e73b2ff7018607be6400aea2	42	what_conf	conf	What I thought apples were in the sunflower family	Rating	10473			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
e96d3844e73b2ff7018607be6400aea2	42	what_conf	conf	What I thought apples were in the sunflower family	Rating	14389			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
e96d3844e73b2ff7018607be6400aea2	114	huh_exclam	decl	Huh I put the toolbox in the shed	Scenario						Not really It's a mix of confusion/surprise%2C but for a reason that doesn't give this reaction naturally.
e96d3844e73b2ff7018607be6400aea2	114	huh_exclam	decl	Huh I put the toolbox in the shed	Playback	2942	play	0.0			
e96d3844e73b2ff7018607be6400aea2	114	huh_exclam	decl	Huh I put the toolbox in the shed	Playback	5320	pause	2.299773			
e96d3844e73b2ff7018607be6400aea2	114	huh_exclam	decl	Huh I put the toolbox in the shed	Rating	8493			How natural does the speaker's tone of voice sound?	4	
e96d3844e73b2ff7018607be6400aea2	114	huh_exclam	decl	Huh I put the toolbox in the shed	Rating	10083			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
e96d3844e73b2ff7018607be6400aea2	114	huh_exclam	decl	Huh I put the toolbox in the shed	Rating	14937			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
e96d3844e73b2ff7018607be6400aea2	114	huh_exclam	decl	Huh I put the toolbox in the shed	Rating	15763			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
e96d3844e73b2ff7018607be6400aea2	114	huh_exclam	decl	Huh I put the toolbox in the shed	Rating	16627			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
e96d3844e73b2ff7018607be6400aea2	114	huh_exclam	decl	Huh I put the toolbox in the shed	Rating	20268			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
d362062dcfaf481ce823048581679046	37	oh_conf	exclam	Oh he really likes it	Scenario						Yes%2C the surprise is that "he really likes it".
d362062dcfaf481ce823048581679046	37	oh_conf	exclam	Oh he really likes it	Playback	17596	pause	1.928254			
d362062dcfaf481ce823048581679046	37	oh_conf	exclam	Oh he really likes it	Playback	2513	play	0.0			
d362062dcfaf481ce823048581679046	37	oh_conf	exclam	Oh he really likes it	Playback	4499	pause	1.928254			
d362062dcfaf481ce823048581679046	37	oh_conf	exclam	Oh he really likes it	Playback	15637	seeking	0.0			
d362062dcfaf481ce823048581679046	37	oh_conf	exclam	Oh he really likes it	Playback	15637	play	0.0			
d362062dcfaf481ce823048581679046	37	oh_conf	exclam	Oh he really likes it	Playback	34262	pause	1.928254			
d362062dcfaf481ce823048581679046	37	oh_conf	exclam	Oh he really likes it	Playback	32300	seeking	0.0			
d362062dcfaf481ce823048581679046	37	oh_conf	exclam	Oh he really likes it	Playback	32300	play	0.0			
d362062dcfaf481ce823048581679046	37	oh_conf	exclam	Oh he really likes it	Rating	13233			How natural does the speaker's tone of voice sound?	4	
d362062dcfaf481ce823048581679046	37	oh_conf	exclam	Oh he really likes it	Rating	26568			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
d362062dcfaf481ce823048581679046	37	oh_conf	exclam	Oh he really likes it	Rating	41711			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Scenario						Yes%2C he is surprised that "he really likes it".
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Playback	28911	play	0.0			
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Playback	31052	pause	2.066077			
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Playback	7771	seeking	0.0			
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Playback	7771	play	0.0			
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Playback	9911	pause	2.066077			
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Playback	5711	pause	2.066077			
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Playback	3580	play	0.0			
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Playback	25069	seeking	0.0			
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Playback	25069	play	0.0			
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Playback	27169	pause	2.066077			
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Playback	28911	seeking	0.0			
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Rating	17549			How natural does the speaker's tone of voice sound?	3	
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Rating	19723			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
d362062dcfaf481ce823048581679046	109	god_exclam	exclam	God he really likes it	Rating	34922			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
cd32fea544242cbc969c2d065527e355	26	huh_conf	exclam	Huh a package arrived for you	Scenario						No because it was all over the place and I didn't know if he was surprised or confused or excited 
cd32fea544242cbc969c2d065527e355	26	huh_conf	exclam	Huh a package arrived for you	Playback	2196	play	0.0			
cd32fea544242cbc969c2d065527e355	26	huh_conf	exclam	Huh a package arrived for you	Playback	5031	pause	1.873469			
cd32fea544242cbc969c2d065527e355	26	huh_conf	exclam	Huh a package arrived for you	Rating	8190			How natural does the speaker's tone of voice sound?	2	
cd32fea544242cbc969c2d065527e355	26	huh_conf	exclam	Huh a package arrived for you	Rating	22168			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
cd32fea544242cbc969c2d065527e355	26	huh_conf	exclam	Huh a package arrived for you	Rating	26299			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
cd32fea544242cbc969c2d065527e355	98	what_decl	decl	What we're out of flour	Scenario						The tone of his voice should have gone up at the end of the sentence or it doesn't make sense.
cd32fea544242cbc969c2d065527e355	98	what_decl	decl	What we're out of flour	Playback	21391	play	0.0			
cd32fea544242cbc969c2d065527e355	98	what_decl	decl	What we're out of flour	Playback	24617	pause	1.896054			
cd32fea544242cbc969c2d065527e355	98	what_decl	decl	What we're out of flour	Rating	30632			How natural does the speaker's tone of voice sound?	2	
cd32fea544242cbc969c2d065527e355	98	what_decl	decl	What we're out of flour	Rating	39356			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
cd32fea544242cbc969c2d065527e355	98	what_decl	decl	What we're out of flour	Rating	42901			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
2568cc7deae9fa9534673996bb0fb8a9	32	oh_conf	conf	Oh I've never heard that before	Scenario						No they did not 
2568cc7deae9fa9534673996bb0fb8a9	32	oh_conf	conf	Oh I've never heard that before	Playback	1831	play	0.0			
2568cc7deae9fa9534673996bb0fb8a9	32	oh_conf	conf	Oh I've never heard that before	Playback	3749	pause	1.844626			
2568cc7deae9fa9534673996bb0fb8a9	32	oh_conf	conf	Oh I've never heard that before	Rating	6555			How natural does the speaker's tone of voice sound?	4	
2568cc7deae9fa9534673996bb0fb8a9	32	oh_conf	conf	Oh I've never heard that before	Rating	8918			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
2568cc7deae9fa9534673996bb0fb8a9	32	oh_conf	conf	Oh I've never heard that before	Rating	13858			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
2568cc7deae9fa9534673996bb0fb8a9	104	god_exclam	conf	God you don't know how to tango	Scenario						No they dont
2568cc7deae9fa9534673996bb0fb8a9	104	god_exclam	conf	God you don't know how to tango	Playback	6613	pause	1.982925			
2568cc7deae9fa9534673996bb0fb8a9	104	god_exclam	conf	God you don't know how to tango	Playback	4019	play	0.0			
2568cc7deae9fa9534673996bb0fb8a9	104	god_exclam	conf	God you don't know how to tango	Playback	4332	pause	0.247051			
2568cc7deae9fa9534673996bb0fb8a9	104	god_exclam	conf	God you don't know how to tango	Playback	4861	play	0.301859			
2568cc7deae9fa9534673996bb0fb8a9	104	god_exclam	conf	God you don't know how to tango	Rating	9335			How natural does the speaker's tone of voice sound?	3	
2568cc7deae9fa9534673996bb0fb8a9	104	god_exclam	conf	God you don't know how to tango	Rating	11355			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
2568cc7deae9fa9534673996bb0fb8a9	104	god_exclam	conf	God you don't know how to tango	Rating	12443			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
2568cc7deae9fa9534673996bb0fb8a9	104	god_exclam	conf	God you don't know how to tango	Rating	13845			What is the intensity of the speaker's emotion? How expressive do they sound?	5	
953e21bc77fae41354f45cf5caf71a3b	6	god_conf	conf	God I thought apples were in the sunflower family	Scenario						Yes%2C he is asking a question to clarify a fact that he thinks he has wrong.
953e21bc77fae41354f45cf5caf71a3b	6	god_conf	conf	God I thought apples were in the sunflower family	Playback	12811	play	0.0			
953e21bc77fae41354f45cf5caf71a3b	6	god_conf	conf	God I thought apples were in the sunflower family	Playback	15381	pause	2.485034			
953e21bc77fae41354f45cf5caf71a3b	6	god_conf	conf	God I thought apples were in the sunflower family	Rating	28935			How natural does the speaker's tone of voice sound?	3	
953e21bc77fae41354f45cf5caf71a3b	6	god_conf	conf	God I thought apples were in the sunflower family	Rating	31964			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
953e21bc77fae41354f45cf5caf71a3b	6	god_conf	conf	God I thought apples were in the sunflower family	Rating	38698			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
953e21bc77fae41354f45cf5caf71a3b	78	oh_decl	conf	Oh I've never heard that before	Scenario						Yes%2C as he was just making an observation.
953e21bc77fae41354f45cf5caf71a3b	78	oh_decl	conf	Oh I've never heard that before	Playback	18558	play	0.000714			
953e21bc77fae41354f45cf5caf71a3b	78	oh_decl	conf	Oh I've never heard that before	Playback	20510	pause	1.887868			
953e21bc77fae41354f45cf5caf71a3b	78	oh_decl	conf	Oh I've never heard that before	Rating	22661			How natural does the speaker's tone of voice sound?	4	
953e21bc77fae41354f45cf5caf71a3b	78	oh_decl	conf	Oh I've never heard that before	Rating	27955			What is the emotion being conveyed here?	Neutral -- no obvious emotion	
953e21bc77fae41354f45cf5caf71a3b	78	oh_decl	conf	Oh I've never heard that before	Rating	31901			What is the intensity of the speaker's emotion? How expressive do they sound?	2	
621780d0adb2de3b56383b9485e842ac	37	oh_conf	exclam	Oh he really likes it	Scenario						yes%2C he seemed to be surprised by an outcome.
621780d0adb2de3b56383b9485e842ac	37	oh_conf	exclam	Oh he really likes it	Playback	1722	play	0.0			
621780d0adb2de3b56383b9485e842ac	37	oh_conf	exclam	Oh he really likes it	Playback	3714	pause	1.928254			
621780d0adb2de3b56383b9485e842ac	37	oh_conf	exclam	Oh he really likes it	Rating	5383			How natural does the speaker's tone of voice sound?	3	
621780d0adb2de3b56383b9485e842ac	37	oh_conf	exclam	Oh he really likes it	Rating	8885			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
621780d0adb2de3b56383b9485e842ac	37	oh_conf	exclam	Oh he really likes it	Rating	15591			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
621780d0adb2de3b56383b9485e842ac	109	god_exclam	exclam	God he really likes it	Scenario						yes%2C he was surprised by the outcome of something.
621780d0adb2de3b56383b9485e842ac	109	god_exclam	exclam	God he really likes it	Playback	5214	play	0.0			
621780d0adb2de3b56383b9485e842ac	109	god_exclam	exclam	God he really likes it	Playback	7353	pause	2.066077			
621780d0adb2de3b56383b9485e842ac	109	god_exclam	exclam	God he really likes it	Rating	11565			How natural does the speaker's tone of voice sound?	4	
621780d0adb2de3b56383b9485e842ac	109	god_exclam	exclam	God he really likes it	Rating	13408			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
621780d0adb2de3b56383b9485e842ac	109	god_exclam	exclam	God he really likes it	Rating	17090			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
bcea95d269ccf6620c8900f12b93ed08	26	huh_conf	exclam	Huh a package arrived for you	Scenario						The man sounded a little suprised that the package arrived.
bcea95d269ccf6620c8900f12b93ed08	26	huh_conf	exclam	Huh a package arrived for you	Playback	2435	play	0.0			
bcea95d269ccf6620c8900f12b93ed08	26	huh_conf	exclam	Huh a package arrived for you	Playback	4669	pause	1.873469			
bcea95d269ccf6620c8900f12b93ed08	26	huh_conf	exclam	Huh a package arrived for you	Rating	9428			How natural does the speaker's tone of voice sound?	3	
bcea95d269ccf6620c8900f12b93ed08	26	huh_conf	exclam	Huh a package arrived for you	Rating	12054			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
bcea95d269ccf6620c8900f12b93ed08	26	huh_conf	exclam	Huh a package arrived for you	Rating	15562			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
bcea95d269ccf6620c8900f12b93ed08	98	what_decl	decl	What we're out of flour	Scenario						The man's voice did not sound to emotional%2C he just verbally expressed a statement by asking "what? were out of flour"
bcea95d269ccf6620c8900f12b93ed08	98	what_decl	decl	What we're out of flour	Playback	5287	play	0.0			
bcea95d269ccf6620c8900f12b93ed08	98	what_decl	decl	What we're out of flour	Playback	7473	pause	1.896054			
bcea95d269ccf6620c8900f12b93ed08	98	what_decl	decl	What we're out of flour	Rating	10509			How natural does the speaker's tone of voice sound?	1	
bcea95d269ccf6620c8900f12b93ed08	98	what_decl	decl	What we're out of flour	Rating	14288			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
bcea95d269ccf6620c8900f12b93ed08	98	what_decl	decl	What we're out of flour	Rating	16771			What is the intensity of the speaker's emotion? How expressive do they sound?	2	
9f323fb4902b72c5c291e2b8f1dcc997	64	god_decl	exclam	God there are a lot of cakes to choose from	Scenario						Yes%2C the sentence implies an excitement and anticipation of a treat on the part of the speaker.  
9f323fb4902b72c5c291e2b8f1dcc997	64	god_decl	exclam	God there are a lot of cakes to choose from	Playback	3480	play	0.0			
9f323fb4902b72c5c291e2b8f1dcc997	64	god_decl	exclam	God there are a lot of cakes to choose from	Playback	6024	pause	2.494898			
9f323fb4902b72c5c291e2b8f1dcc997	64	god_decl	exclam	God there are a lot of cakes to choose from	Rating	14461			How natural does the speaker's tone of voice sound?	2	
9f323fb4902b72c5c291e2b8f1dcc997	64	god_decl	exclam	God there are a lot of cakes to choose from	Rating	25467			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
9f323fb4902b72c5c291e2b8f1dcc997	64	god_decl	exclam	God there are a lot of cakes to choose from	Rating	33915			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
9f323fb4902b72c5c291e2b8f1dcc997	136	oh_exclam	exclam	Oh a package arrived for you	Scenario						Yes%2C the sentence explains that something event of importance has occurred%2C which holds a bit of excitement.
9f323fb4902b72c5c291e2b8f1dcc997	136	oh_exclam	exclam	Oh a package arrived for you	Playback	6968	play	0.0			
9f323fb4902b72c5c291e2b8f1dcc997	136	oh_exclam	exclam	Oh a package arrived for you	Playback	8801	pause	1.780703			
9f323fb4902b72c5c291e2b8f1dcc997	136	oh_exclam	exclam	Oh a package arrived for you	Rating	13675			How natural does the speaker's tone of voice sound?	3	
9f323fb4902b72c5c291e2b8f1dcc997	136	oh_exclam	exclam	Oh a package arrived for you	Rating	21510			What is the emotion being conveyed here?	Excitement -- something positive has happened	
9f323fb4902b72c5c291e2b8f1dcc997	136	oh_exclam	exclam	Oh a package arrived for you	Rating	29055			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
9f323fb4902b72c5c291e2b8f1dcc997	136	oh_exclam	exclam	Oh a package arrived for you	Rating	36710			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
6dc7da255302d58b495a3c436f82ca88	97	what_decl	conf	What I've never heard that before	Scenario						yes
6dc7da255302d58b495a3c436f82ca88	97	what_decl	conf	What I've never heard that before	Playback	1985	play	0.002			
6dc7da255302d58b495a3c436f82ca88	97	what_decl	conf	What I've never heard that before	Playback	3922	pause	1.805215			
6dc7da255302d58b495a3c436f82ca88	97	what_decl	conf	What I've never heard that before	Rating	5201			How natural does the speaker's tone of voice sound?	3	
6dc7da255302d58b495a3c436f82ca88	97	what_decl	conf	What I've never heard that before	Rating	8693			What is the emotion being conveyed here?	Confusion -- trying to make sense of what is going on	
6dc7da255302d58b495a3c436f82ca88	97	what_decl	conf	What I've never heard that before	Rating	9855			What is the intensity of the speaker's emotion? How expressive do they sound?	3	
6dc7da255302d58b495a3c436f82ca88	25	huh_conf	exclam	Huh he really likes it	Scenario						yes
6dc7da255302d58b495a3c436f82ca88	25	huh_conf	exclam	Huh he really likes it	Playback	1425	play	0.0			
6dc7da255302d58b495a3c436f82ca88	25	huh_conf	exclam	Huh he really likes it	Playback	3580	pause	2.065737			
6dc7da255302d58b495a3c436f82ca88	25	huh_conf	exclam	Huh he really likes it	Rating	5275			How natural does the speaker's tone of voice sound?	3	
6dc7da255302d58b495a3c436f82ca88	25	huh_conf	exclam	Huh he really likes it	Rating	10732			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
6dc7da255302d58b495a3c436f82ca88	25	huh_conf	exclam	Huh he really likes it	Rating	12640			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
d09f90830b7266f9ba72fb976ab2b9b9	62	god_decl	exclam	God a package arrived for you	Scenario						In the beginning they sounded annoyed by it but then pleasant.
d09f90830b7266f9ba72fb976ab2b9b9	62	god_decl	exclam	God a package arrived for you	Playback	4279	play	0.0			
d09f90830b7266f9ba72fb976ab2b9b9	62	god_decl	exclam	God a package arrived for you	Playback	6152	pause	1.816735			
d09f90830b7266f9ba72fb976ab2b9b9	62	god_decl	exclam	God a package arrived for you	Rating	11361			How natural does the speaker's tone of voice sound?	2	
d09f90830b7266f9ba72fb976ab2b9b9	62	god_decl	exclam	God a package arrived for you	Rating	20802			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
d09f90830b7266f9ba72fb976ab2b9b9	62	god_decl	exclam	God a package arrived for you	Rating	21992			What is the emotion being conveyed here?	Anger -- annoyed or irritated at an event or situation	
d09f90830b7266f9ba72fb976ab2b9b9	62	god_decl	exclam	God a package arrived for you	Rating	23028			What is the emotion being conveyed here?	Surprise -- something unexpected happened	
d09f90830b7266f9ba72fb976ab2b9b9	62	god_decl	exclam	God a package arrived for you	Rating	30070			What is the intensity of the speaker's emotion? How expressive do they sound?	4	
d09f90830b7266f9ba72fb976ab2b9b9	134	oh_exclam	exclam	Oh there are a lot of cakes to choose from	Scenario						It sounded like they were excited by the selection of cake.
d09f90830b7266f9ba72fb976ab2b9b9	134	oh_exclam	exclam	Oh there are a lot of cakes to choose from	Playback	6791	play	0.0			
d09f90830b7266f9ba72fb976ab2b9b9	134	oh_exclam	exclam	Oh there are a lot of cakes to choose from	Playback	9338	pause	2.458866			
d09f90830b7266f9ba72fb976ab2b9b9	134	oh_exclam	exclam	Oh there are a lot of cakes to choose from	Rating	13119			How natural does the speaker's tone of voice sound?	4	
